매핑된_작물,꿀벌 연관 여부,원재료
미분류,미분류,갓씨앗
미분류,미분류,쌀시럽
미분류,미분류,함흥가루
미분류,미분류,면류알카리제첨가제
미분류,미분류,알파메밀
미분류,미분류,콘스타치(고시형)
미분류,미분류,메밀가루원
미분류,미분류,휘버
미분류,미분류,고구만전분
미분류,미분류,조제메밀가루
미분류,미분류,변성타피알파
미분류,미분류,신안믹스
미분류,미분류,메니옥
미분류,미분류,메밀가루a
미분류,미분류,매콤양념장
미분류,미분류,냉면
미분류,미분류,시즈닝파우더
미분류,미분류,평양물냉면순한맛
미분류,미분류,고활성칼슘
미분류,미분류,평양물냉면매콤한맛
미분류,미분류,동치미물냉면육수
미분류,미분류,생가득매콤양념장
미분류,미분류,냉면스프
미분류,미분류,파인애플페이스트
미분류,미분류,면-밀가루
미분류,미분류,매운양념장
미분류,미분류,쇠고기청다시골드
미분류,미분류,칠갑비빔장
참깨,꿀벌 수분 연관,칠갑참기름
미분류,미분류,겨자유스프
미분류,미분류,칠갑냉면육수
미분류,미분류,쇠고기베이스
미분류,미분류,맛내기양념
미분류,미분류,소고기혼합농축액
미분류,미분류,쇠고기복합조미료
미분류,미분류,오갈피나무줄기
미분류,미분류,발레리안
미분류,미분류,맥주효모분말
미분류,미분류,연씨앗
미분류,미분류,곡아
미분류,미분류,수국잎농축액
미분류,미분류,알리움후커리잎
미분류,미분류,오미자추출농축액
미분류,미분류,두충수피고형분
미분류,미분류,당귀잎고형분
미분류,미분류,오가피새싹
미분류,미분류,오가피발효원액
미분류,미분류,건조캐모마일꽃
미분류,미분류,순두부
미분류,미분류,쌀조각
미분류,미분류,폴리비닐폴리피로리돈
미분류,미분류,고등어추출농축액
미분류,미분류,맑고깊은맛내기
미분류,미분류,산분해원액
미분류,미분류,사골분말베이스
미분류,미분류,야채맛그대로
미분류,미분류,해물풍미분말
미분류,미분류,쌍화엑시스
미분류,미분류,속마가린
미분류,미분류,포36거리팩
미분류,미분류,클로로분
미분류,미분류,감칠베이스분말
미분류,미분류,칠리페이스트
미분류,미분류,포공영농축액
미분류,미분류,테아닌(고시형)
미분류,미분류,고구마중
미분류,미분류,계절별로선택함
미분류,미분류,l-글루타민(고시형)
미분류,미분류,견고추
미분류,미분류,부추나
미분류,미분류,제재염1
미분류,미분류,ᄍ고파
미분류,미분류,잡어젓
미분류,미분류,디포리육수
미분류,미분류,까나리액넛
미분류,미분류,무우체
미분류,미분류,갓대잎
미분류,미분류,l.-글루타민산나트륨
미분류,미분류,액체육젓
미분류,미분류,참치액젓
미분류,미분류,포기배추
미분류,미분류,평화쌀분
미분류,미분류,전용육수
미분류,미분류,양념액
미분류,미분류,맛국물
미분류,미분류,호화풀
미분류,미분류,김치유산균믹스p-1
미분류,미분류,뽈락젓
미분류,미분류,찐찹살
미분류,미분류,갓또는부추
미분류,미분류,김치양념소
미분류,미분류,고추삭루
미분류,미분류,절임무채
미분류,미분류,락추로스파우더(기능성원료인정제2009-40호)
미분류,미분류,진흙버섯균사체추출분말
미분류,미분류,대두오일
미분류,미분류,멜론추출물
미분류,미분류,연어이리단백
포도,꿀벌 수분 연관,캠벨어리포도
포도,꿀벌 수분 연관,포도냉동
미분류,미분류,에틸메틸페닐글리시데이트
미분류,미분류,디히드로칼콘
미분류,미분류,퍼플칼라jw-8042
포도,꿀벌 수분 연관,포도향b8844
포도,꿀벌 수분 연관,천연포도
포도,꿀벌 수분 연관,포도에센스
미분류,미분류,프로피오닉에시드
미분류,미분류,네오헤스페리딘디히드로칼콘
미분류,미분류,l-멘틸아세테이트
포도,꿀벌 수분 연관,콩코드포도엣센스
미분류,미분류,머스카트후레바
포도,꿀벌 수분 연관,포도베이직오일
미분류,미분류,ρ-멘타-8-티올-3-온
미분류,미분류,grapeflavor
미분류,미분류,아밀시나믹알데하이드
미분류,미분류,에틸-2-메틸뷰티레이트
포도,꿀벌 수분 연관,적포도청징농축액
포도,꿀벌 수분 연관,포도과피추출물분말
포도,꿀벌 수분 연관,포도과피추출물
포도,꿀벌 수분 연관,포도가피추출색소
포도,꿀벌 수분 연관,포도껍질
미분류,미분류,아로니아향
미분류,미분류,sj
미분류,미분류,sj-am
포도,꿀벌 수분 연관,냉동적포도농축액
미분류,미분류,수퍼소프트-엠
미분류,미분류,그레이프색소
포도,꿀벌 수분 연관,포도햐
미분류,미분류,그레이프색소희석액
미분류,미분류,산탄검믹스
포도,꿀벌 수분 연관,포도농축과즙액
미분류,미분류,퍼플칼라la-1
포도,꿀벌 수분 연관,포도향코톤
미분류,미분류,o/s원그레이프색소
미분류,미분류,g믹스-72
미분류,미분류,불고기맛시즈닝is
미분류,미분류,(액상)과당
미분류,미분류,액상레시틴
포도,꿀벌 수분 연관,적포도농축분말
포도,꿀벌 수분 연관,포도향분말sr-20817
미분류,미분류,크림믹스
미분류,미분류,합성착향료(propylalcohol)
미분류,미분류,합성착향료(propylacetate)
미분류,미분류,합성착향료(methylβ-naphthylketone)
미분류,미분류,합성착향료(propylpropionate)
미분류,미분류,발효초
미분류,미분류,레드칼라색소
포도,꿀벌 수분 연관,농축포도즙
포도,꿀벌 수분 연관,포도식초
포도,꿀벌 수분 연관,포도착즙액분말
포도,꿀벌 수분 연관,포도잼
포도,꿀벌 수분 연관,깐포도통조림
포도,꿀벌 수분 연관,포도후레바
미분류,미분류,무수구연산소다
미분류,미분류,포토향
미분류,미분류,치자청색소js-13797
미분류,미분류,코치닐추출색소js-13599
미분류,미분류,인동덩굴꽃봉오리추출물(그린세라-f)(기능성원료인정제2019-14호)
미분류,미분류,산탐검
포도,꿀벌 수분 연관,포도향3
포도,꿀벌 수분 연관,포도색색소
미분류,미분류,al
미분류,미분류,엘더베리칼라
포도,꿀벌 수분 연관,포도향키베이스
미분류,미분류,발효식초석류복합물(기능성원료인정제2014-57호)
포도,꿀벌 수분 연관,냉동포도과립
포도,꿀벌 수분 연관,포도씨앗추출물
미분류,미분류,포두씨유
포도,꿀벌 수분 연관,포도씨유기름
블루베리,꿀벌 수분 연관,블루베리드레싱믹스
미분류,미분류,베타사이클로덱스트린
미분류,미분류,천연그린칼라
미분류,미분류,소스베이스-s
미분류,미분류,마소금
포도,꿀벌 수분 연관,포도씨
미분류,미분류,추출용매
포도,꿀벌 수분 연관,포도레진n
포도,꿀벌 수분 연관,청포도농축과즙
포도,꿀벌 수분 연관,산포도
포도,꿀벌 수분 연관,이든포도농축액
포도,꿀벌 수분 연관,포도잎추출물
미분류,미분류,천연색소레드칼라
포도,꿀벌 수분 연관,냉동포도쥬스농축액
미분류,미분류,로커스토빈껌
포도,꿀벌 수분 연관,포도페이스트
포도,꿀벌 수분 연관,포도천연향
미분류,미분류,유기팜유
미분류,미분류,혼단트
포도,꿀벌 수분 연관,포도추출액
미분류,미분류,사
미분류,미분류,바타킨c
미분류,미분류,에스와이그린칼라
미분류,미분류,에스와이블루칼라
포도,꿀벌 수분 연관,포도향ii
미분류,미분류,시스-3-헥센-1-올
미분류,미분류,α-아밀신남알데히드
미분류,미분류,메틸에틸케톤
포도,꿀벌 수분 연관,포도향i
미분류,미분류,2-페닐에틸부티레이트
미분류,미분류,화이트사워베이스-에이와이
미분류,미분류,2-메틸부티릭엑시드[2695]
미분류,미분류,헥사날p.g.a[3630]
미분류,미분류,메틸안쓰라릴레이트
미분류,미분류,에틸프로피오네이트[2456]
미분류,미분류,부틸부틸락테이트[2190]
미분류,미분류,부티릭엑시드[2221]
미분류,미분류,벤즈알데히드[2127]
미분류,미분류,벤즈알데히드p.g.a[2130]
미분류,미분류,시트로넬릴아세테이트[2311]
미분류,미분류,에틸이소발레르에이트[2463]
미분류,미분류,프로피온산메틸
미분류,미분류,grapebasicoil
미분류,미분류,ethylisovalerate
미분류,미분류,ethylheptanoate
미분류,미분류,페닐에틸부티레이트
미분류,미분류,phenylethylbutyrate
미분류,미분류,citronellylacetate
미분류,미분류,dimethylanthranilate
미분류,미분류,아세탈(acetal)
미분류,미분류,퓨란에올
바닐라,꿀벌 수분 연관,바닐라향키베이스
미분류,미분류,vanillaflavora
미분류,미분류,helliotropine
미분류,미분류,gammanonalactone
미분류,미분류,gammaoctalactone
미분류,미분류,benzylacetate
미분류,미분류,benzylpropionate
바닐라,꿀벌 수분 연관,바닐라키베이스
미분류,미분류,oleoresin
바닐라,꿀벌 수분 연관,바닐라빈오레오레진
미분류,미분류,vanillabeanoleoresin
미분류,미분류,grapebasicoilkd
미분류,미분류,에틸2-메틸펜타노에이트
미분류,미분류,ethyl2-methylpentanoate
미분류,미분류,시스-3헥세놀
미분류,미분류,메틸베타
미분류,미분류,프틸케톤
미분류,미분류,methylbetanaphthylketone
미분류,미분류,아세토페논(acetophenone)
미분류,미분류,메틸-베타-나프틸케톤
미분류,미분류,이소프로필아세테이트
미분류,미분류,스티렐릴아세테이트
미분류,미분류,다마스케논
미분류,미분류,메틸페닐카비닐아세테이트
미분류,미분류,부틸아소부티레이트
포도,꿀벌 수분 연관,포도향y041048
미분류,미분류,합성착향료(ethyl2-methylpentanoate)
미분류,미분류,합성착향료(propyl2-methylbutyrate)
포도,꿀벌 수분 연관,인공포도향
미분류,미분류,메틸베타-나프틸케톤
미분류,미분류,캔벨그레이프향
미분류,미분류,에틸말톨(ethylmatol)
미분류,미분류,코냑
미분류,미분류,화이트
미분류,미분류,캔벨그레이프향키베이스#10
포도,꿀벌 수분 연관,청포도향베이스
미분류,미분류,합성착향료(neohesperidinedihydrochalcone)
미분류,미분류,n-메틸안트라닐산메틸
미분류,미분류,합성향료(isopropylacetate)
미분류,미분류,합성향료(methyl2-furoate)
미분류,미분류,합성착향료(dimethylanthranilate)
미분류,미분류,합성착향료(ethylheptanoate)
미분류,미분류,천연향료(cognacoil
미분류,미분류,white및green)
미분류,미분류,콜드프레스
미분류,미분류,머스캣향
미분류,미분류,시트로넬롤(citronellol)
미분류,미분류,알파-아밀
미분류,미분류,신남알데히드
미분류,미분류,하이드록시
미분류,미분류,시스-3-헥세올
미분류,미분류,caproicacid
미분류,미분류,xis3-hexenol
미분류,미분류,메틸베타나프틸케톤
미분류,미분류,메틸엔스아닐레이트
미분류,미분류,합성착향료(isopropylacetate)
미분류,미분류,합성향료(ethyl2-(methylthio)acetate)
미분류,미분류,합성향료(methyln-acetylanthranilate)
미분류,미분류,합성향료(phenethylisobutyrate)
미분류,미분류,합성향료(methyl-α-ionone)
미분류,미분류,합성향료(butylisobutyrate)
미분류,미분류,머스캣향ac1084
미분류,미분류,합성착향료(α-terpinene)
미분류,미분류,캄폴
미분류,미분류,합성착향료(ethylformate)
미분류,미분류,초산페닐에틸
미분류,미분류,n-아세틸안트라닐레이트
미분류,미분류,초산시트로넬릴
미분류,미분류,페네틸부티레이트
미분류,미분류,페네틸2-푸로에이트
미분류,미분류,부틸이소부티레이트
미분류,미분류,에틸안트라닐레이트
미분류,미분류,메틸β-나프틸케톤
미분류,미분류,히드록시시트로넬랄
미분류,미분류,디에틸아세탈
미분류,미분류,β-다마세논
미분류,미분류,시스-3-헥세닐안트라닐레이트
미분류,미분류,에틸2-메틸발러레이트
미분류,미분류,합성착향료(α-methylbenzylalcohol)
미분류,미분류,이소프로필알콜
미분류,미분류,그레이프베이직오일
미분류,미분류,낙산부틸
미분류,미분류,그레이프베이직오일i
미분류,미분류,디메틸안트라닐레이트
미분류,미분류,3-헥센-1-올
미분류,미분류,신나밀
미분류,미분류,메틸안트라닐산
포도,꿀벌 수분 연관,포도향키베이스3
포도,꿀벌 수분 연관,포도향hi-1328
포도,꿀벌 수분 연관,포도향52957a
